SMILES,pIC50,FP
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,7.66,[0 0 0 ... 0 0 0]
Cn1cccc([C@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c1=O,7.89,[0 1 0 ... 0 0 0]
Cn1cccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c1=O,7.75,[0 1 0 ... 0 0 0]
Cn1cccc1-c1nc2cc(NC(=O)CCl)ccc2[nH]1,4.92,[0 0 0 ... 0 0 0]
Cn1ccnc1S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,7.77,[0 0 0 ... 0 0 0]
Cn1cnc(-c2cc(NC(=O)Nc3ccncc3)cc(C(F)(F)F)c2)c1,6.78,[0 0 0 ... 0 0 0]
Cn1cnc(-c2cc(NC(=O)Nc3nccs3)cc(C(F)(F)F)c2)c1,6.51,[0 0 0 ... 0 0 0]
Cn1cnc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3ccncc3)c2)c1,7.02,[0 0 0 ... 0 0 0]
Cn1cnc(C(Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccnc2)c1,8.05,[0 1 0 ... 0 0 0]
Cn1cnc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C3CCN(C(C)(C)C)CC3)NN2)c1,7.52,[0 1 0 ... 0 0 0]
Cn1cnc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CNNN2)c1,7.43,[0 1 0 ... 0 0 0]
Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],9.66,[0 0 0 ... 0 0 0]
Cn1cnc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc21,6.91,[0 1 0 ... 0 0 0]
Cn1cnc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C45CC(C4)C5)NN3)cccc2c1=O,8.15,[0 1 0 ... 0 0 0]
Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,10.6,[0 0 0 ... 0 0 0]
Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,11.0,[0 0 0 ... 0 0 0]
Cn1cnc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,8.52,[0 1 0 ... 0 0 0]
Cn1cnc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.7,[0 1 0 ... 0 0 0]
Cn1cnc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,8.15,[0 1 0 ... 0 0 0]
Cn1cnc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.52,[0 1 0 ... 0 0 0]
Cn1cnc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)c21,8.52,[0 1 0 ... 0 0 0]
Cn1cncc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1,7.42,[0 1 0 ... 0 0 0]
Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,4.0,[0 0 0 ... 0 0 0]
Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,5.54,[0 0 0 ... 0 0 0]
Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,6.41,[0 0 0 ... 0 0 0]
Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,4.47,[0 0 0 ... 0 0 0]
Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,5.0,[0 0 0 ... 0 0 0]
Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,4.82,[0 0 0 ... 0 0 0]
Cn1ncc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@@H](O)CC3)ccn2)c1Cl,7.875,[0 0 0 ... 0 1 0]
Cn1ncc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1.[Br-],9.66,[0 0 0 ... 0 0 0]
Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,7.44,[0 0 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc21,8.3,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc21,8.7,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)cccc21,8.7,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(Cc4c(F)cccc4F)NN3)cccc21,8.4,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)cccc21,7.89,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc21,8.22,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C)CC4)NN3)cccc21,8.4,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)cccc21,8.52,[0 1 0 ... 0 0 0]
Cn1ncc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(Cc4c(F)cccc4F)NN3)cccc21,7.92,[0 1 0 ... 0 0 0]
Cn1ncc2c1OCCCCCN1/C(=N/C(=O)c3cc(F)nc-2c3)Nc2ccccc21,8.92,[0 0 1 ... 0 0 0]
Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,6.02,[0 0 0 ... 0 0 0]
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.66,[0 0 0 ... 0 0 0]
Cn1ncc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,8.3,[0 1 0 ... 0 0 0]
Cn1ncc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21,8.52,[0 1 0 ... 0 0 0]
Cn1ncc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,7.57,[0 1 0 ... 0 0 0]
Cn1nccc1-c1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2[nH]1,6.34,[0 0 0 ... 0 0 0]
Cn1nccc1-c1nc(Nc2n[nH]c3ccccc23)c2c(n1)C(C)(C)OC2,5.52,[0 0 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,8.3,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1,8.4,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,7.89,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1,8.22,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(Cl)c(Cl)c3F)c2c1)C1=CNNN1,7.42,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1,8.52,[0 1 0 ... 0 0 0]
Cn1nccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cnc(F)c(F)c3)c2c1)C1=CNNN1,8.05,[0 1 0 ... 0 0 0]
FC(F)(F)c1ccc(-n2cnnc2SCc2nc(COc3c(Cl)cccc3Cl)no2)cc1,5.2,[0 0 0 ... 0 0 0]
FC(F)(F)c1ccc(/C=N/Nc2nc(-c3ccc(Cl)cc3Cl)cs2)cc1,5.26,[0 0 0 ... 0 0 0]
FC(F)(F)c1ccc(COc2ccc(Nc3ncnc4cc5c(cc34)OCCOCCOCCOCCO5)cc2)cc1,6.42,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,7.22,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,4.48,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,6.44,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,7.01,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,6.03,[0 0 0 ... 0 0 0]
FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,6.24,[0 0 0 ... 0 0 0]
FC(F)(F)c1csc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)n1,6.86,[0 0 0 ... 0 0 0]
FC(F)(F)c1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,6.89,[0 0 0 ... 0 0 0]
FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,5.75,[0 1 0 ... 0 0 0]
Fc1c(Br)cc(Cl)cc1Nc1ncnc2cc3c(cc12)OCCO3,5.885,[0 0 0 ... 0 0 0]
Fc1c(Br)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.5,[0 0 0 ... 0 0 0]
Fc1c(Br)cccc1Nc1ncnc2ccncc12,7.88,[0 0 0 ... 0 0 0]
Fc1c(Cl)cccc1Nc1ncnc2cc3c(cc12)OCCO3,8.370000000000001,[0 0 0 ... 0 0 0]
Fc1c(I)cccc1Nc1ncnc2cc3c(cc12)OCCO3,7.93,[0 0 0 ... 0 0 0]
Fc1c(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cccc1C(F)(F)F,6.95,[0 0 0 ... 0 0 0]
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Br)c1Br,7.585,[0 0 0 ... 0 0 0]
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Cl)c1Br,7.695,[0 0 0 ... 0 0 0]
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)ccc(Cl)c1Cl,7.515,[0 0 0 ... 0 0 0]
Fc1c(Nc2ncnc3cc4c(cc23)OCCO4)cccc1C(F)(F)F,7.32,[0 0 0 ... 0 0 0]
Fc1cc(Br)c(F)c(Nc2ncnc3cc4c(cc23)OCCO4)c1,8.190000000000001,[0 0 0 ... 0 0 0]
Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,7.22,[0 0 0 ... 0 0 0]
Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,7.22,[0 0 0 ... 0 0 0]
Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.905,[0 0 0 ... 0 0 0]
Fc1cc2c(cc1Cl)Nc1ncnc3ccc(cc13)OCCOCCO2,6.08,[0 0 0 ... 0 0 0]
Fc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.89,[0 0 0 ... 0 0 0]
Fc1ccc(-c2csc(N3N=C(c4ccc(N5CCOCC5)cc4)CC3c3ccc(Cl)cc3)n2)cc1,4.63,[0 0 0 ... 0 0 0]
Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,6.255,[0 0 0 ... 0 0 0]
Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]ccc23)cc1,6.175000000000001,[0 0 0 ... 0 0 0]
Fc1ccc(-c2nc(SCCN3CCOCC3)[nH]c2-c2ccnc(Nc3ccccc3)c2)cc1,6.74,[0 0 0 ... 0 0 0]
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,5.2,[0 0 0 ... 0 0 0]
Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,4.0,[0 0 0 ... 0 0 0]
Fc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccccc2)cc1,8.16,[0 0 0 ... 0 0 0]
Fc1ccc(Br)c(F)c1Nc1ncnc2cc3c(cc12)OCCO3,7.9,[0 0 0 ... 0 0 0]
Fc1ccc(Br)cc1Nc1ncnc2cc3c(cc12)OCCO3,8.04,[0 0 0 ... 0 0 0]
Fc1ccc(C(Nc2ccc3ncnc(Nc4cnc(F)c(F)c4)c3c2)c2cn(C3CC3)nn2)cc1,7.13,[0 1 0 ... 0 0 0]
Fc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.52,[0 0 0 ... 0 0 0]
Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,5.97,[0 0 0 ... 0 0 0]
Fc1ccc(C2=Nc3ccc(F)cc3CN2/N=C\c2ccccc2)cc1,7.12,[0 0 0 ... 0 0 0]
Fc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,4.62,[0 0 0 ... 0 0 0]
Fc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,4.95,[0 0 0 ... 0 0 0]
Fc1ccc(COC(c2cccs2)c2cc3ccccc3nc2Cl)cc1,5.56,[0 1 0 ... 0 0 0]
Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1Cl,7.6,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3c(Cl)cc(NC(c4ccccc4)c4cn(C5CCNCC5)nn4)cc23)cc1Cl,7.55,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3c(Cl)cc(N[C@@H](c4ccccc4)c4cn(C5CCNCC5)nn4)cc23)cc1Cl,8.08,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)cc1Cl,5.390000000000001,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3c2NCc2cc(Cl)ccc2O3)cc1Cl,5.6850000000000005,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1Cl,5.765000000000001,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl,7.255000000000001,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc(OC4CCOCC4)c4c(c23)OCCO4)cc1Cl,7.23,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)cc1Cl,7.62,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1Cl,7.59,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc4c(cc23)NCCO4)cc1Cl,8.89,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc4c(cc23)OCCO4)c(F)c1Br,7.734999999999999,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1Cl,8.024999999999999,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl,7.455,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl,7.05,[0 0 1 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl,7.3,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(C#Cc4ccccc4)cc23)cc1Cl,6.48,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(C#Cc4cccs4)cc23)cc1Cl,5.79,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCCN4CCOCC4)cc23)cc1Cl,6.35,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCN4CCCCC4)cc23)cc1Cl,7.1,[0 0 1 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(NC(=S)NCCN4CCOCC4)cc23)cc1Cl,6.82,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(N[C@@H](c4ccc(Cl)cc4)c4cn(C5CCN(C6COC6)CC5)nn4)cc23)cc1Cl,6.5,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(N[C@@H](c4ccc(Cl)cc4)c4cn(C5CCNCC5)nn4)cc23)cc1Cl,7.31,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc(N[C@@H](c4ccc(Cl)cc4)c4cn(C5COC5)nn4)cc23)cc1Cl,6.55,[0 1 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccc4c(c23)OCCN4)cc1Cl,7.06,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3ccccc23)cc1Cl,7.52,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(NCCN4CCOCC4)sc23)cc1Cl,6.04,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(Nc4ccc(CCN5CCOCC5)cc4)sc23)cc1Cl,7.82,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCC5)cc4)sc23)cc1Cl,8.4,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCCC5)cc4)sc23)cc1Cl,8.0,[0 0 1 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCOCC5)cc4)sc23)cc1Cl,7.92,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl,7.23,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl,6.7,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3sc(Br)cc23)cc1Cl,7.28,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1Cl,5.88,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnc3sccc23)cc1Cl,5.53,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2ncnn3cccc23)cc1Cl,6.96,[0 0 0 ... 0 0 0]
Fc1ccc(Nc2nncc3ccccc23)cc1,8.22,[0 0 0 ... 0 0 0]
Fc1ccc(Oc2ncnc3ccccc23)cc1Cl,6.23,[0 0 0 ... 0 0 0]
Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,6.165,[0 0 0 ... 0 0 0]
Fc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.05,[0 0 0 ... 0 0 0]
Fc1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,5.57,[0 0 0 ... 0 0 0]
Fc1ccc2c(c1)CNc1c(Nc3cccc(-c4ccccc4)c3)ncnc1O2,5.35,[0 0 0 ... 0 0 0]
Fc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,5.49,[0 0 0 ... 0 0 0]
Fc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,5.16,[0 0 0 ... 0 0 0]
Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.355,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,5.92,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3cc(-c4cccnc4)ncn3)cc2Cl)c1,4.33,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3cc(-c4ccsc4)ncn3)cc2Cl)c1,4.66,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3cc(Oc4ccccc4)ncn3)cc2Cl)c1,5.0,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1,6.27,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,7.17,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,8.0,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5cccs5)sc34)cc2Cl)c1,8.1,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,6.96,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,8.15,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1,8.03,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCCN5CCOCC5)cc34)cc2Cl)c1,7.695,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,5.75,[0 0 1 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCOCC5)cc34)cc2Cl)c1,6.57,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,7.5,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,7.27,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,6.94,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,7.82,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,8.05,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(Br)cc34)cc2Cl)c1,6.59,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc(C#CC5CCCN5)cc34)cc2Cl)c1,6.96,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnc4sc5c(c34)CCCC5)cc2Cl)c1,6.7,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cc[nH]n3)cc2Cl)c1,7.38,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,7.1,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1,7.77,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cccnc3)cc2Cl)c1,7.13,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ncccn3)cc2Cl)c1,7.11,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnn4ccc(CN5CCCNCC5)c34)cc2Cl)c1,7.32,[0 0 0 ... 0 0 0]
Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,6.245,[0 0 0 ... 0 0 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCC6)c45)ccc32)c1,6.3,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,7.48,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC6)c45)ccc32)c1,7.05,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CNC6CCNCC6)c45)ccc32)c1,6.96,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1,7.14,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CCNCC6)c45)ccc32)c1,6.89,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CNCCOC6)c45)ccc32)c1,6.68,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,7.21,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,6.19,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CCCNC6)c45)ccc32)c1,6.72,[0 0 0 ... 0 1 0]
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc32)c1,7.08,[0 0 0 ... 0 1 0]
Fc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,7.08,[0 0 0 ... 0 0 0]
Fc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1F,7.72,[0 0 0 ... 0 0 0]
Fc1cccc(Nc2ncnc3ccccc23)c1,7.25,[0 0 0 ... 0 0 0]
