SMILES,pIC50,FP
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(C)C)CC4)cc3OC)n2)c1,7.22,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N(CC)CC)CC4)cc3OC)n2)c1,7.35,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)c1,7.04,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)n2)c1,7.23,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,6.84,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1,7.77,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(CCF)CC4)cc3OC)n2)c1,6.8,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.625,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,6.66,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OC)cc3OC)n2)c1,6.46,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(OCCOC)cc3)n2)c1,6.58,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccccc3OC)n2)c1,6.72,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2C(F)(F)F)c1,6.57,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(NC(=O)Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2Cl)c1,6.535,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,8.48,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)n1,8.51,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SCCNC(=O)CC)nc3-c3ccccc3)ccn2)c1,8.6,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(-n3c(CCCO)nnc3-c3ccc(F)cc3)ccn2)c1,6.775,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1,6.63,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,6.98,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(C)cc3)ncc2Cl)c1,5.25,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1,5.78,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3F)ncc2Cl)c1,5.285,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccc(F)cc3)ncc2Cl)c1,6.07,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccc(F)cc3F)ncc2Cl)c1,4.94,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(N/N=C/c3ccccc3F)ncc2Cl)c1,5.72,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(NCc3ccc(OC)cc3)ncc2F)c1,5.62,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3cc4c(cc3OC)CN(C(C)=O)CC4)ncc2C(F)(F)F)c1,7.04,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(-n4ccnc4)cc3)ncc2[N+](=O)[O-])c1,7.01,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,6.9,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2F)c1,7.115,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2Cl)c1,6.965,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(Cl)cc(Cl)c4)cc3)ncc2F)c1,7.13,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(OC)cc(OC)c4)cc3)ncc2Cl)c1,7.234999999999999,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2Cl)c1,7.085,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2F)c1,7.25,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4=CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.245,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4=CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)n1,7.025,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C(=O)CCF)CC4)cc3OC)ncc2C(F)(F)F)c1,5.15,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.235,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)n1,7.255000000000001,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C)CC4)cc3OC)ncc2C(F)(F)F)c1,5.73,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C5COC5)CC4)cc3OC)ncc2C(F)(F)F)c1,4.97,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(CCF)C(=O)C4)cc3OC)ncc2C(F)(F)F)c1,5.41,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(CCF)CC4)cc3OC)ncc2C(F)(F)F)c1,5.445,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.44,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CC(=O)N4CCOCC4)cc3)ncc2Cl)c1,7.01,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2Cl)c1,7.75,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2F)c1,6.695,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3OC)ncc2Cl)c1,7.77,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC(C)(C)CO)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC(C)CO)c3)ncc2F)c1,7.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCC(C)(C)O)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCC(O)CO)c3)ncc2F)c1,7.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCCCS(C)(=O)=O)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCCOC)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H](C)CO)c3)ncc2F)c1,6.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H](C)COC(=O)[C@@H](N)C(C)C)c3)ncc2F)c1,6.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H]4CCOC4)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@H](C)CO)c3)ncc2F)c1,6.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@H]4CCOC4)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2Cl)c1,7.24,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2F)c1,7.03,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3OC)ncc2Cl)c1,6.63,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(F)cc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N(C)C)cc3)nc3ccc(Cl)cc23)c1,5.75,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N(C)CCOC)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CC5CCC(C4)N5C(C)=O)cc3OC)ncc2C(F)(F)F)c1,5.21,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3OC)ncc2C(F)(F)F)c1,8.11,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,7.48,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,7.19,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,7.725,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.485,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CCCCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.94,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CCCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.5649999999999995,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,7.19,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,8.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)c(OC)c3)ncc2C(F)(F)F)c1,7.135,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,8.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Br)c1,7.98,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.67,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)n1,7.365,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,7.98,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)[C@H](C(=O)OC)C4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccc(F)cc23)c1,8.46,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5C(=O)N(C5CCC(=O)N(C)C5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.359999999999999,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,6.725,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,5.8149999999999995,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CCOCCNc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.03,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,7.725,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,7.7,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,7.725,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)Cn4ccnc4)cc3)ncc2[N+](=O)[O-])c1,6.93,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2Cl)c1,8.3,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,8.3,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)(C)CO)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)(C)CO)cc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)C)nc3)ncc2F)c1,6.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)CO)c(F)c3)ncc2F)c1,7.26,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1,7.19,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1,7.19,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1,7.19,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1,7.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1,6.7,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(=O)NC(C)(C)C)c1,5.98,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(C)(C)C)c1,5.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(C)=O)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(N)=O)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2OC)c1,6.76,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC4CCC4)nc3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)cc3)ncc2F)c1,6.76,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)cc3OC)ncc2C(F)(F)F)c1,5.44,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCn4ccnc4)cc3)ncc2[N+](=O)[O-])c1,7.39,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCn4cnnn4)cc3)ncc2[N+](=O)[O-])c1,7.0,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCCC4=O)cc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCCC4=O)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2Cl)c1,6.52,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN=[N+]=[N-])cc3)ncc2F)c1,6.76,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCO)nc3)ncc2C(C)=O)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(OCCOC)c3)ncc2F)c1,6.76,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)C(C)(C)NC3=O)c1,5.11,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)C(C)NC3=O)c1,5.03,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2C(C)=O)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2C2CC2)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,6.36,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)nc3)ncc2C(C)=O)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCN=[N+]=[N-])cc3)ncc2F)c1,6.76,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)CCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)OC(C)(C)C)c(F)c3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCOC)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCOCCN=[N+]=[N-])cc3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2Cl)c1,6.97,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4ccnc4)cc3)ncc2F)c1,8.04,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCn4cncn4)cc3)ncc2Cl)c1,6.99,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC[C@@H]4C[C@@H](O)CN4)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncc2F)c1,5.62,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H](C)CO)c(F)c3)ncc2F)c1,6.76,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H](C)COC(=O)[C@@H](N)C(C)C)c(F)c3)ncc2F)c1,6.76,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H]4CCOC4)c(F)c3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H]4CCOC4)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H](C)CO)c(F)c3)ncc2F)c1,6.76,[0 1 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H]4CCOC4)nc3)ncc2F)c1,7.26,[0 0 0 ... 0 0 0]
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4cccnc4)cc3)ncc2F)c1,6.26,[0 0 0 ... 0 0 0]
